CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,CLASIFICACION_ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
20-03-0035-46,20-030,CHIQUIMULA,SAN JUAN ERMITA,centro de educacion extraescolar ceex funcafe,centro educativo,ALDEA CHISPÁN JARAL,33874323,VILMA ESPERANZA LOPEZ INTERIANO,EDRAS JEREMÍAS GUERRA ALONZO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-03-0073-46,20-003,CHIQUIMULA,SAN JUAN ERMITA,instituto nacional de educacion diversificada,instituto,BARRIO SAN PEDRITO,50325750,BLANCA ROSA MORALES DE GUTIERREZ,ELDER ESAÚ ALONZO GONZÁLEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-04-0065-46,20-004,CHIQUIMULA,JOCOTAN,colegio centro cultural campo real,colegio,BARRIO SAN LORENZO,79465751,SERGIO ESTUARDO MEDINA GUDIEL,GLORIA ESTELA GUERRA GUTIÉRREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-04-0073-46,20-004,CHIQUIMULA,JOCOTAN,instituto nacional de educacion diversificada,instituto,BARRIO SAN SEBASTIAN,,SERGIO ESTUARDO MEDINA GUDIEL,---,DIVERSIFICADO,OFICIAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-04-0097-46,20-004,CHIQUIMULA,JOCOTAN,instituto tecnologico oficial de la mancomunidad ch orti ,instituto,BARRIO SAN LORENZO,79465395,SERGIO ESTUARDO MEDINA GUDIEL,ISIS MODESTA URRUTIA SANDOVAL,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-04-0100-46,20-004,CHIQUIMULA,JOCOTAN,colegio mixto diversificado,colegio,"CASERÍO PINALITO, ALDEA SUCHIQUER",,SERGIO ESTUARDO MEDINA GUDIEL,BYRON ADOLFO MENDEZ GARCIA,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-04-0104-46,20-043,CHIQUIMULA,JOCOTAN,colegio privado mixto por madurez vision 2008,colegio,BARRIO SAN SEBASTIAN,79465220,DANY FRANCISCO PALMA CARTAGENA,JORGE ALBERTO MONROY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-04-0105-46,20-043,CHIQUIMULA,JOCOTAN,colegio privado mixto por madurez vision 2008,colegio,BARRIO SAN SEBASTIAN,79465220,DANY FRANCISCO PALMA CARTAGENA,JORGE ALBERTO MONROY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-04-0110-46,20-004,CHIQUIMULA,JOCOTAN,centro educativo jocoteco bilingue,centro educativo,BARRIO EL CEMENTERIO,47894195,SERGIO ESTUARDO MEDINA GUDIEL,SILDY ZULEMA PELAEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-04-0131-46,20-004,CHIQUIMULA,JOCOTAN,colegio centro cultural campo real,colegio,BARRIO SAN LORENZO,79465751,SERGIO ESTUARDO MEDINA GUDIEL,GLORIA ESTELA GUERRA GUTIÉRREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIQUIMULA
20-04-0132-46,20-042,CHIQUIMULA,JOCOTAN,instituto privado mixto de educacion basica con orientacion ocupacional fe y alegria no. 10 santa maria,instituto,BARRIO SAN SEBASTIÁN,79465237,FRANCISCO JAVIER GUERRA PAZOS,VIVECA ELEONORA MONROY ALVAREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-04-0134-46,20-004,CHIQUIMULA,JOCOTAN,colegio centro cultural campo real,colegio,BARRIO SAN LORENZO,79465751,SERGIO ESTUARDO MEDINA GUDIEL,GLORIA ESTELA GUERRA GUTIÉRREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-04-0136-46,20-004,CHIQUIMULA,JOCOTAN,colegio privado el olam,colegio,BARRIO EL CEMENTERIO,79465453,SERGIO ESTUARDO MEDINA GUDIEL,LINDAYK GICELENA CASTELLÓN NUFIO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-04-0137-46,20-030,CHIQUIMULA,JOCOTAN,centro de educacion extraescolar ceex funcafe,centro educativo,"CASERÍO TIERRA BLANCA, ALDEA LOS VADOS",33874323,VILMA ESPERANZA LOPEZ INTERIANO,NOHEMÍ ELIZABETH GARCÍA GUZMÁN,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-04-0197-46,20-043,CHIQUIMULA,JOCOTAN,liceo vicente carranza lemus,liceo,BARRIO SAN SEBASTIÁN BOULEVARD AL MAESTRO,79465387,DANY FRANCISCO PALMA CARTAGENA,IRENE LISSETH VANEGAS CASTAÑEDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-04-0210-46,20-030,CHIQUIMULA,JOCOTAN,centro de educacion extraescolar ceex municipal,centro educativo,ALDEA MATAZANO,33360297,VILMA ESPERANZA LOPEZ INTERIANO,LUZ AMANDA RAMÍREZ RAMÍREZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,CHIQUIMULA
20-04-0211-46,20-030,CHIQUIMULA,JOCOTAN,centro de educacion extraescolar ceex municipal,centro educativo,ALDEA GUARERUCHE,47828101,VILMA ESPERANZA LOPEZ INTERIANO,MARÍA VICTORIA GERÓNIMO ESCALANTE DE MÉNDEZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,CHIQUIMULA
20-04-0212-46,20-030,CHIQUIMULA,JOCOTAN,centro de educacion extraescolar ceex municipal,centro educativo,ALDEA TONTOLES,38542069,VILMA ESPERANZA LOPEZ INTERIANO,ANGELICA LUCIA MÉNDEZ ESQUIVEL,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,CHIQUIMULA
20-04-0213-46,20-030,CHIQUIMULA,JOCOTAN,"centro de educacion extraescolar, municipal, ceex",centro educativo,"CASERÍO MAGUEYAL, ALDEA PACRÉN",45421031,VILMA ESPERANZA LOPEZ INTERIANO,WENDY DÍAZ PÉREZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,CHIQUIMULA
20-04-0256-46,20-004,CHIQUIMULA,JOCOTAN,colegio centro cultural campo real,colegio,BARRIO SAN LORENZO,79465751,SERGIO ESTUARDO MEDINA GUDIEL,GLORIA ESTELA GUERRA GUTIÉRREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),CHIQUIMULA
20-04-0258-46,20-043,CHIQUIMULA,JOCOTAN,colegio privado mixto por madurez vision 2008,colegio,BARRIO SAN SEBASTIÁN,79465220,DANY FRANCISCO PALMA CARTAGENA,JORGE ALBERTO MONROY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),CHIQUIMULA
20-04-0261-46,20-030,CHIQUIMULA,JOCOTAN,centro de educacion extraescolar ceex pronea asoro,centro educativo,BARRIO SAN SEBASTIÁN,56980041,VILMA ESPERANZA LOPEZ INTERIANO,PAULA KAROLINA LÓPEZ RAMÍREZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,SEMIPRESENCIAL,CHIQUIMULA
20-04-0566-46,20-004,CHIQUIMULA,JOCOTAN,instituto diversificado por cooperativa de ciencias comerciales con orient. en computacion,instituto,BARRIO SAN LORENZO,,SERGIO ESTUARDO MEDINA GUDIEL,-,DIVERSIFICADO,COOPERATIVA,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-04-2036-46,20-042,CHIQUIMULA,JOCOTAN,instituto tecnico en recursos naturales maya chorti internmach,instituto,CASERÍO TIERRA BLANCA ALDEA LOS VADOS,32135589,FRANCISCO JAVIER GUERRA PAZOS,DALIA ARLETH PÉREZ HERNÁNDEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIQUIMULA
20-04-2267-46,20-043,CHIQUIMULA,JOCOTAN,escuela normal rural no. 3 rafael iriarte,escuela,BARRIO SAN LORENZO,79465228,DANY FRANCISCO PALMA CARTAGENA,FIDELINO  HUALES SÚCHITE,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-05-0087-46,20-021,CHIQUIMULA,CAMOTAN,instituto nacional de educacion diversificada,instituto,ALDEA MUYURCO,,CESAR RAMIREZ HERNANDEZ,---,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-05-0088-46,20-017,CHIQUIMULA,CAMOTAN,instituto nacional de educacion diversificada,instituto,BARRIO EL CEMENTERIO,,ROSARIO RIVAS VILLAFUERTE,---,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-05-0089-46,20-017,CHIQUIMULA,CAMOTAN,instituto nacional de educacion diversificada,instituto,"CASERIO TIZAMARTE, ALDEA EL TESORO",,ROSARIO RIVAS VILLAFUERTE,---,DIVERSIFICADO,OFICIAL,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-05-0254-46,20-017,CHIQUIMULA,CAMOTAN,colegio parroquial privado nuestra senora de la anunciacion,colegio,BARRIO LA PARROQUIA,79465019,ROSARIO RIVAS VILLAFUERTE,NEYDA YADIRA MÉNDEZ GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-05-0466-46,20-017,CHIQUIMULA,CAMOTAN,inst. priv. mixto de educ. diversificada escuela de ciencias comerciales,escuela,--,,ROSARIO RIVAS VILLAFUERTE,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-05-1847-46,20-017,CHIQUIMULA,CAMOTAN,escuela normal bilingue intercultural/turer aj kanseyaj chorti,escuela,BARRIO EL CEMENTERIO,79465170,ROSARIO RIVAS VILLAFUERTE,VERÓNICA DEL TRÁNSITO PAREDES PEÑA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-05-1863-46,20-034,CHIQUIMULA,CAMOTAN,instituto por cooperativa de ensenanza diversificada,instituto,ALDEA CAPARJA,33448425,BYRON HORACIO SARCEÑO ZEPEDA,ROBERTO ANTONIO HERNÁNDEZ,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-06-0042-46,20-030,CHIQUIMULA,OLOPA,centro de educacion extraescolar ceex funcafe,centro educativo,ALDEA TITUQUE,47517698,VILMA ESPERANZA LOPEZ INTERIANO,ANGELA ROCÍO DÍAZ URRUTIA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-06-1787-46,20-034,CHIQUIMULA,OLOPA,instituto diversificado por cooperativa de ensenanza lic. mario rolando torres marroquin,instituto,OLOPA,,BYRON HORACIO SARCEÑO ZEPEDA,IRIS MARICELA SIGÜENZA RAMÍREZ,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-07-0002-46,20-035,CHIQUIMULA,ESQUIPULAS,instituto tecnico industrial henry ford,instituto,"5A CALLE ""A"" 6-74 ZONA 1",79433773,OSWALDO RAFAEL SALINAS BRENES,ROBERTO  VELÁSQUEZ REAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIQUIMULA
20-07-0004-46,20-035,CHIQUIMULA,ESQUIPULAS,instituto tecnico industrial henry ford,instituto,"5A CALLE ""A"" 6-74 ZONA 1",79433773,OSWALDO RAFAEL SALINAS BRENES,ROBERTO  VELÁSQUEZ REAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-07-0050-46,20-035,CHIQUIMULA,ESQUIPULAS,instituto nacional de educacion diversificada,instituto,6A. AVENIDA Y 3A. CALLE FINAL ZONA 1,33406062,OSWALDO RAFAEL SALINAS BRENES,GLORIA ARELÍ CORTEZ OLIVA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-07-0061-46,20-035,CHIQUIMULA,ESQUIPULAS,instituto municipal de educacion diversificada de esquipulas,instituto,2DA. AVENIDA 0-20 ZONA 1,42787205,OSWALDO RAFAEL SALINAS BRENES,LESBIA DINORA SÁNCHEZ,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-07-0079-46,20-014,CHIQUIMULA,ESQUIPULAS,colegio municipal de educacion diversificada,colegio,ALDEA CHANMAGUA,53046838,LANDELINO CRUZ GARCIA,VERONICA JUDITH CABRERA NOVEGIL,DIVERSIFICADO,MUNICIPAL,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-07-0083-46,20-034,CHIQUIMULA,ESQUIPULAS,instituto de educacion diversificada por cooperativa de ensenanza,instituto,"SECTOR COOPERATIVA PB ESCUELA RURAL, ZONA 0 ALDEA CHANMAGUA",53046838,BYRON HORACIO SARCEÑO ZEPEDA,ALVARO JOEL RAMÍREZ VILLEDA,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-07-0103-46,20-015,CHIQUIMULA,ESQUIPULAS,colegio cristiano shalom,colegio,"5TA. AVENIDA ""A"" 4-60 ZONA 1",79433008,LANDELINO CRUZ GARCIA,MYNOR RENÉ MARTÍNEZ GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-07-0106-46,20-014,CHIQUIMULA,ESQUIPULAS,liceo de formacion integral,liceo,8A. CALLE 1-15 ZONA 1 COLONIA QUIRIO CATAÑO II,79433902,LANDELINO CRUZ GARCIA,VÍCTOR ALEXANDER GALVEZ MEDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-07-0111-46,20-015,CHIQUIMULA,ESQUIPULAS,colegio de educacion para adultos semilla de vida,colegio,3A. CALLE 2-13 ZONA 2 BARRIO NUEVO,59748507,LANDELINO CRUZ GARCIA,EDY NOÉ VIDES MEJÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-07-0114-46,20-015,CHIQUIMULA,ESQUIPULAS,colegio de educacion para adultos semilla de vida,colegio,3A. CALLE 2-13 ZONA 2 BARRIO NUEVO,59748507,LANDELINO CRUZ GARCIA,EDY NOÉ VIDES MEJÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-07-0116-46,20-015,CHIQUIMULA,ESQUIPULAS,liceo de formacion integral,liceo,8VA. CALLE 1-15 ZONA 1 COLONIA QUIRIO CATAÑO II,79433902,LANDELINO CRUZ GARCIA,SOLEDAD DEL CARMEN LÓPEZ ROSA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-07-0122-46,20-044,CHIQUIMULA,ESQUIPULAS,colegio privado mixto montessori,colegio,"6TA. AVENIDA 6-99 ZONA 1, BARRIO SAN JOAQUIN",79431270,LANDELINO CRUZ GARCIA,MILAGRO DE  JESÚS ACEVEDO DUARTE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIQUIMULA
20-07-0127-46,20-015,CHIQUIMULA,ESQUIPULAS,colegio de educacion para adultos semilla de vida,colegio,3A. CALLE 2-13 ZONA 2,32155033,LANDELINO CRUZ GARCIA,EDY NOÉ VIDES MEJÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-07-0132-46,20-035,CHIQUIMULA,ESQUIPULAS,liceo esquipulteco bilingue,liceo,3A. AVENIDA 4-31 ZONA 1,41897428,OSWALDO RAFAEL SALINAS BRENES,ANA MARÍA PÉREZ HERNÁNDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-07-0141-46,20-015,CHIQUIMULA,ESQUIPULAS,instituto rene almengor inbecc,instituto,"6A. AVENIDA 0-11 ZONA 1, BARRIO SANTIAGUITO",79432727,LANDELINO CRUZ GARCIA,SANTOS INOCENTE RAMOS DE LEÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),CHIQUIMULA
20-07-0142-46,20-015,CHIQUIMULA,ESQUIPULAS,instituto rene almengor inbecc,instituto,"6A. AVENIDA 0-11 ZONA 1, BARRIO SANTIAGUITO",79432727,LANDELINO CRUZ GARCIA,SANTOS INOCENTE RAMOS DE LEÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-07-0143-46,20-030,CHIQUIMULA,ESQUIPULAS,centro de educacion extraescolar ceex funcafe,centro educativo,10 CALLE 6-27 BARRIO SAN SEBASTIÁN,30393716,VILMA ESPERANZA LOPEZ INTERIANO,CARLOS ROLANDO MONROY CHEGÜÉN,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-07-0145-46,20-035,CHIQUIMULA,ESQUIPULAS,colegio privado mixto bendicion,colegio,6A. AVENIDA 6-99 ZONA 1 BARRIO SAN JOAQUÍN,42194761,OSWALDO RAFAEL SALINAS BRENES,OSCAR  ESCOBAR ESPINO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),CHIQUIMULA
20-07-0147-46,20-014,CHIQUIMULA,ESQUIPULAS,liceo de formacion integral,liceo,8VA. CALLE 1-15 ZONA 1 COLONIA QUIRIO CATAÑO II,79433902,LANDELINO CRUZ GARCIA,SOLEDAD DEL CARMEN LÓPEZ ROSA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),CHIQUIMULA
20-07-0149-46,20-035,CHIQUIMULA,ESQUIPULAS,instituto tecnico industrial henry ford,instituto,"5TA. CALLE ""A"" 6-74 ZONA 1",32021983,OSWALDO RAFAEL SALINAS BRENES,ROBERTO  VELÁSQUEZ REAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),CHIQUIMULA
20-07-0332-46,20-015,CHIQUIMULA,ESQUIPULAS,escuela de educacion diversificada ediver,escuela,6A. AV. 6-99 ZONA 1,41491485,LANDELINO CRUZ GARCIA,HÉCTOR LEONEL SALGUERO MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-07-0334-46,20-015,CHIQUIMULA,ESQUIPULAS,instituto privado mixto de educacion diversificada liceo esquipulteco,instituto,3A AVE. 4-31 ZONA 1,,LANDELINO CRUZ GARCIA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),CHIQUIMULA
20-07-0506-46,20-044,CHIQUIMULA,ESQUIPULAS,colegio privado mixto montessori,colegio,6A. AVENIDA 6-99 ZONA 1,79431270,LANDELINO CRUZ GARCIA,HÉCTOR LEONEL SALGUERO MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-07-1909-46,20-015,CHIQUIMULA,ESQUIPULAS,colegio catolico privado mixto san benito,colegio,13 CALLE 6-06 ZONA 1,79431391,LANDELINO CRUZ GARCIA,MARIO RICARDO LEIVA DÍAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-07-2066-46,20-015,CHIQUIMULA,ESQUIPULAS,colegio catolico privado mixto san benito,colegio,13 CALLE 6-06 ZONA 1,79431391,LANDELINO CRUZ GARCIA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIQUIMULA
20-07-2085-46,20-014,CHIQUIMULA,ESQUIPULAS,instituto municipal de educacion diversificada,instituto,ALDEA CHANMAGUA,,LANDELINO CRUZ GARCIA,,DIVERSIFICADO,MUNICIPAL,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-07-2098-46,20-014,CHIQUIMULA,ESQUIPULAS,colegio privado mixto renacimiento,colegio,5A. AV. 2-25 ZONA 1,79432012,LANDELINO CRUZ GARCIA,LUIS ARIEL SANDOVAL ARANA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,CHIQUIMULA
20-07-2365-46,20-014,CHIQUIMULA,ESQUIPULAS,colegio privado mixto renacimiento,colegio,"5A. AV, 2-25 ZONA 1 ESQUIPULAS",,LANDELINO CRUZ GARCIA,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-07-2408-46,20-015,CHIQUIMULA,ESQUIPULAS,instituto basico esquipulteco y ciencias comerciales (inbecc),instituto,5A. CALLE  A  6-74 ZONA 1,79430127,LANDELINO CRUZ GARCIA,,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),CHIQUIMULA
20-08-0004-46,20-040,CHIQUIMULA,CONCEPCION LAS MINAS,colegio cristiano cristo viene ya,colegio,COLONIA BETHEL ALDEA LA ERMITA,79437534,JORGE ALBERTO SAAVEDRA LOPEZ,EVER AROLDO CORTEZ GUERRA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-08-0006-46,20-040,CHIQUIMULA,CONCEPCION LAS MINAS,instituto nacional de educacion diversificada,instituto,COLONIA NUEVA,30194721,JORGE ALBERTO SAAVEDRA LOPEZ,ULISES  RIVERA ACEVEDO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
20-08-0018-46,20-040,CHIQUIMULA,CONCEPCION LAS MINAS,colegio municipal de educacion diversificada,colegio,COLONIA NUEVA,79435110,JORGE ALBERTO SAAVEDRA LOPEZ,SANDRA ERUDINA ESPINO CASTILLO,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-08-0019-46,20-040,CHIQUIMULA,CONCEPCION LAS MINAS,colegio municipal de educacion diversificada,colegio,COLONIA NUEVA,79435110,JORGE ALBERTO SAAVEDRA LOPEZ,SANDRA ERUDINA ESPINO CASTILLO,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIQUIMULA
20-08-0020-46,20-040,CHIQUIMULA,CONCEPCION LAS MINAS,instituto nacional de educacion diversificada,instituto,COLONIA NUEVA,30194721,JORGE ALBERTO SAAVEDRA LOPEZ,ULISES  RIVERA ACEVEDO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIQUIMULA
20-08-0025-46,20-040,CHIQUIMULA,CONCEPCION LAS MINAS,colegio cristiano cristo viene ya,colegio,"COLONIA BETHEL, ALDEA LA ERMITA",79437534,JORGE ALBERTO SAAVEDRA LOPEZ,EVER AROLDO CORTEZ GUERRA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),CHIQUIMULA
20-08-1595-46,20-040,CHIQUIMULA,CONCEPCION LAS MINAS,liceo tecnico concepcion,liceo,,,JORGE ALBERTO SAAVEDRA LOPEZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-09-0031-46,20-038,CHIQUIMULA,QUEZALTEPEQUE,instituto para maestras de educacion preprimaria intercultural,instituto,BARRIO EL CALVARIO DE LA VILLA,59821901,ANGELA DEL ROSARIO GARCIA MARCOS,VICTORIA ABIGAIL RUIZ DIAZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA
20-09-0037-46,20-037,CHIQUIMULA,QUEZALTEPEQUE,complejo educativo intercultural,otro,"COLONIA SANTA FILOMENA, ZONA 2",33721515,MIRNA MARLENY JUAREZ PEREZ,ORFA  RECINOS RIVERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),CHIQUIMULA
